Drug,DX,30 day quantity,30 day price,90day quantity,90 day Price,Pharmacy
GENERLAC 10GM/15ML SOLN,Gastrointestinal Health,237,10,711,20,Walgreens
METOCLOPRAMIDE 5MG TAB,Gastrointestinal Health,60,10,180,20,Walgreens
METOCLOPRAMIDE 10MG TAB,Gastrointestinal Health,60,10,180,20,Walgreens
RANITIDINE 150MG TAB,Gastrointestinal Health,60,10,180,20,Walgreens
RANITIDINE 300MG TAB,Gastrointestinal Health,30,10,90,20,Walgreens
ALLOPURINOL 100MG TAB,Gout,60,10,180,20,Walgreens
ALLOPURINOL 300MG TAB,Gout,60,10,180,20,Walgreens
AMOXICILLIN 125MG CHEWABLE TAB,Infections,30,10,90,20,Walgreens
AMOXICILLIN 125MG/5ML SUSP 80ML,Infections,80,10,240,20,Walgreens
AMOXICILLIN 125MG/5ML SUSP 100ML,Infections,100,10,300,20,Walgreens
AMOXICILLIN 125MG/5ML SUSP 150ML,Infections,150,10,450,20,Walgreens
AMPICILLIN 250MG CAP,Infections,40,10,120,20,Walgreens
METRONIDAZOLE 250MG TAB,Infections,28,10,84,20,Walgreens
SULFAMETH/TRIMETHOPRIM 800/160 TAB,Infections,28,10,84,20,Walgreens
AMITRIPTYLINE 75MG TAB,Mental Health,30,10,90,20,Walgreens
AMITRIPTYLINE 150MG TAB,Mental Health,30,10,90,20,Walgreens
BENZTROPINE 0.5MG TAB,Mental Health,30,10,90,20,Walgreens
BENZTROPINE 2MG TAB,Mental Health,30,10,90,20,Walgreens
BUSPIRONE 5MG TAB,Mental Health,60,10,180,20,Walgreens
BUSPIRONE 10MG TAB,Mental Health,60,10,180,20,Walgreens
CITALOPRAM 10MG TAB,Mental Health,30,10,90,20,Walgreens
CITALOPRAM 20MG TAB,Mental Health,30,10,90,20,Walgreens
CITALOPRAM 40MG TAB,Mental Health,30,10,90,20,Walgreens
DOXEPIN 10MG CAP,Mental Health,30,10,90,20,Walgreens
DOXEPIN 25MG CAP,Mental Health,30,10,90,20,Walgreens
GABAPENTIN 100MG CAP,Mental Health,90,10,270,20,Walgreens
HALOPERIDOL 1MG TAB,Mental Health,30,10,90,20,Walgreens
HYDROXYZINE HCL 25MG TAB,Mental Health,30,10,90,20,Walgreens
LITHIUM CARBONATE 300MG CAP,Mental Health,90,10,270,20,Walgreens
METHOCARBAMOL 500MG TAB,Mental Health,30,10,90,20,Walgreens
NORTRIPTYLINE 10MG CAP,Mental Health,30,10,90,20,Walgreens
NORTRIPTYLINE 25MG CAP,Mental Health,30,10,90,20,Walgreens
PAROXETINE 10MG TAB,Mental Health,30,10,90,20,Walgreens
PAROXETINE 20MG TAB,Mental Health,30,10,90,20,Walgreens
PROCHLORPERAZINE 5MG TAB,Mental Health,30,10,90,20,Walgreens
PROCHLORPERAZINE 10MG TAB,Mental Health,30,10,90,20,Walgreens
SERTRALINE 25MG TAB,Mental Health,30,10,90,20,Walgreens
TRAZODONE 50MG TAB,Mental Health,30,10,90,20,Walgreens
TRAZODONE 150MG TAB,Mental Health,30,10,90,20,Walgreens
TRIHEXYPHENIDYL 2MG TAB,Mental Health,60,10,180,20,Walgreens
CHLORHEXIDINE ORAL RINSE 473ML,Mouth/Throat/Dental,473,10,1419,20,Walgreens
LIDOCAINE VISCOUS 2% ORAL SOL 100ML,Mouth/Throat/Dental,100,10,300,20,Walgreens
SOD FLUORIDE 0.2% MINT SOLUTION,Mouth/Throat/Dental,473,10,1419,20,Walgreens
CLOBETASOL PROP 0.05% GEL 15GM,Skin Conditions,15,10,45,20,Walgreens
HYDROCORTISONE 1% CREAM 28.35GM,Skin Conditions,28.35,10,85.05,20,Walgreens
HYDROCORTISONE 1% OINT 28.35GM,Skin Conditions,28.35,10,85.05,20,Walgreens
HYDROCORTISONE 2.5% CREAM 30GM,Skin Conditions,30,10,90,20,Walgreens
SELENIUM SULFIDE 2.5% SHAMPOO (LOTN),Skin Conditions,118,10,354,20,Walgreens
TRIAMCINOLONE 0.5% CREAM 15GM,Skin Conditions,15,10,45,20,Walgreens
TRIAMCINOLONE 0.1% CREAM 80GM,Skin Conditions,80,10,240,20,Walgreens
LEVOTHROID 0.1MG TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.025MG (25MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.05MG (50MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.075MG (75MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.088MG (88MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.100MG (100MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.112MG (112MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.125MG (125MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.137MG (137MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.150MG (150MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.175MG (175MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.2MG (200MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
LEVOTHYROXINE 0.3MG (300MCG) TAB,Thyroid Conditions,30,10,90,20,Walgreens
METHIMAZOLE 5MG TAB,Thyroid Conditions,30,10,90,20,Walgreens
NATURE-THROID 0.5GR (32.5MG) TAB,Thyroid Conditions,60,10,180,20,Walgreens
FERREX 150 FORTE CAP,Vitamins and Nutritional Health,45,10,135,20,Walgreens
FLUORIDE 0.25MG F CHEWABLE TAB,Vitamins and Nutritional Health,120,10,360,20,Walgreens
FLUORIDE 1.0MG F CHEWABLE TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
HEMATINIC/ FA TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
MULTIVIT/F 0.25MG CHEWABLE TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
MULTI-VIT/FLUORIDE 1MG CHEW TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
POLY-IRON 150 CAP,Vitamins and Nutritional Health,60,10,180,20,Walgreens
POT CHLOR 10% LIQ SF (20MEQ/15ML),Vitamins and Nutritional Health,473,10,1419,20,Walgreens
PRENATAL 19 TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
PRENATAL PLUS TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
VINATE GT TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
VINATE M TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
VINATE ONE TAB,Vitamins and Nutritional Health,30,10,90,20,Walgreens
CLOMIPHENE CITRATE 50MG TAB,Women\s Health,5,10,15,20,Walgreens
MEDROXYPROGESTERONE 2.5MG TAB,Women\s Health,30,10,90,20,Walgreens
MEGESTROL ACETATE 20MG TAB,Women\s Health,30,10,90,20,Walgreens
DEXAMETHASONE 0.5MG TAB,Women\s Health,60,10,180,20,Walgreens
DEXAMETHASONE 0.75MG TAB,Women\s Health,12,10,36,20,Walgreens
DEXAMETHASONE 4MG TAB,Women\s Health,30,10,90,20,Walgreens
FINASTERIDE 5MG TAB,Women\s Health,30,10,90,20,Walgreens
ISONIAZID 100MG TAB,Women\s Health,100,10,300,20,Walgreens
LIDOCAINE 4% TOP SOLN 50ML,Women\s Health,50,10,150,20,Walgreens
PHENAZOPYRIDINE 100MG TAB,Women\s Health,6,10,18,20,Walgreens
PREDNISOLONE SOD PHOS 15MG/5ML SOL,Women\s Health,30,10,90,20,Walgreens
PREDNISONE 2.5MG TAB,Women\s Health,60,10,180,20,Walgreens
PREDNISONE 5MG TAB,Women\s Health,30,10,90,20,Walgreens
PREDNISONE 20MG TAB,Women\s Health,30,10,90,20,Walgreens
BACLOFEN 10MG TAB,Pain,90,15,270,30,Walgreens
DICLOFENAC POTASSIUM 50MG TAB,Pain,60,15,180,30,Walgreens
DICLOFENAC SODIUM 25MG TAB,Pain,60,15,180,30,Walgreens
DICLOFENAC SODIUM 50MG TAB,Pain,60,15,180,30,Walgreens
DICLOFENAC SODIUM 75MG EC TAB,Pain,60,15,180,30,Walgreens
DICLOFENAC SODIUM 100MG ER TAB,Pain,30,15,90,30,Walgreens
FLURBIPROFEN 50MG TAB,Pain,60,15,180,30,Walgreens
FLURBIPROFEN 100MG TAB,Pain,60,15,180,30,Walgreens
KETOPROFEN 50MG CAP,Pain,90,15,270,30,Walgreens
KETOPROFEN 75MG CAP,Pain,60,15,180,30,Walgreens
"KETOROLAC 30MG/ML INJ, 2ML",Pain,15,15,45,30,Walgreens
LEFLUNOMIDE 10MG TAB,Pain,30,15,90,30,Walgreens
NABUMETONE 500MG TAB,Pain,60,15,180,30,Walgreens
NAPROXEN 375MG DR TAB,Pain,60,15,180,30,Walgreens
NAPROXEN DR 500MG TAB,Pain,60,15,180,30,Walgreens
NAPROXEN SODIUM 550MG TAB,Pain,30,15,90,30,Walgreens
SULINDAC 150MG TAB,Pain,60,15,180,30,Walgreens
TIZANIDINE 2MG TAB,Pain,60,15,180,30,Walgreens
TRAMADOL 50MG TAB,Pain,120,15,360,30,Walgreens
ALBUTEROL SULF INH SOLN 1.25MG/3ML,Asthma,90,15,270,30,Walgreens
DYPHYLLIN-GG TAB,Asthma,30,15,90,30,Walgreens
AMLODIPINE-BENAZ 2.5/10MG CAP,Blood Pressure,30,15,90,30,Walgreens
AMLODIPINE-BENAZ 5/10MG CAP,Blood Pressure,30,15,90,30,Walgreens
AMLODIPINE-BENAZ 5/20MG CAP,Blood Pressure,30,15,90,30,Walgreens
AMLODIPINE-BENAZ 10/20MG CAP,Blood Pressure,30,15,90,30,Walgreens
CARTIA 120MG XT CAP,Blood Pressure,30,15,90,30,Walgreens
CILOSTAZOL 50MG TAB,Blood Pressure,60,15,180,30,Walgreens
CILOSTAZOL 100MG TAB,Blood Pressure,60,15,180,30,Walgreens
DILTIAZEM ER 120MG CAP (XR-24HR),Blood Pressure,30,15,90,30,Walgreens
DIPYRIDAMOLE 25MG TAB,Blood Pressure,60,15,180,30,Walgreens
DIPYRIDAMOLE 50MG TAB,Blood Pressure,60,15,180,30,Walgreens
DIPYRIDAMOLE 75MG TAB,Blood Pressure,60,15,180,30,Walgreens
DOXAZOSIN 1MG TAB,Blood Pressure,30,15,90,30,Walgreens
DOXAZOSIN 2MG TAB,Blood Pressure,30,15,90,30,Walgreens
DOXAZOSIN 4MG TAB,Blood Pressure,30,15,90,30,Walgreens
ENALAPRIL 20MG TAB,Blood Pressure,60,15,180,30,Walgreens
FELODIPINE 2.5MG TAB,Blood Pressure,30,15,90,30,Walgreens
FUROSEMIDE 8MG/ML SOLN,Blood Pressure,120,15,360,30,Walgreens
FUROSEMIDE 10MG/ML ORAL SOLN 60ML,Blood Pressure,90,15,270,30,Walgreens
HYDRALAZINE 50MG TAB,Blood Pressure,90,15,270,30,Walgreens
HYDROCHLOROTHIAZIDE 12.5MG TAB,Blood Pressure,30,15,90,30,Walgreens
ISOSORBIDE DINITRATE 5MG SUBL TAB,Blood Pressure,120,15,360,30,Walgreens
ISOSORBIDE MONONITRATE 10MG TAB,Blood Pressure,60,15,180,30,Walgreens
ISOSORBIDE MONONITRATE 20MG TAB,Blood Pressure,60,15,180,30,Walgreens
LOSARTAN/HCTZ 100/12.5MG TAB,Blood Pressure,30,15,90,30,Walgreens
METHYLDOPA 250MG TAB,Blood Pressure,60,15,180,30,Walgreens
METHYLDOPA 500MG TAB,Blood Pressure,60,15,180,30,Walgreens
PENTOXIFYLLINE 400MG ER TAB,Blood Pressure,60,15,180,30,Walgreens
PROPAFENONE 150MG TAB,Blood Pressure,90,15,270,30,Walgreens
PROPRANOLOL 60MG TAB,Blood Pressure,60,15,180,30,Walgreens
QUINAPRIL/HCTZ 10-12.5MG TAB,Blood Pressure,30,15,90,30,Walgreens
RAMIPRIL 1.25MG CAP,Blood Pressure,30,15,90,30,Walgreens
SOTALOL 160MG TAB,Blood Pressure,60,15,180,30,Walgreens
TICLOPIDINE 250MG TAB,Blood Pressure,60,15,180,30,Walgreens
TORSEMIDE 5MG TAB,Blood Pressure,30,15,90,30,Walgreens
TORSEMIDE 10MG TAB,Blood Pressure,30,15,90,30,Walgreens
TORSEMIDE 20MG TAB,Blood Pressure,30,15,90,30,Walgreens
TORSEMIDE 100MG** TAB,Blood Pressure,30,15,90,30,Walgreens
TRIAMTERENE 37.5MG/ HCTZ 25MG TAB,Blood Pressure,30,15,90,30,Walgreens
VERAPAMIL 40MG TAB,Blood Pressure,60,15,180,30,Walgreens
VERAPAMIL ER 100MG CAP (24 HR),Blood Pressure,30,15,90,30,Walgreens
FENOFIBRATE 54MG TAB,Cholesterol,30,15,90,30,Walgreens
GEMFIBROZIL 600MG TAB,Cholesterol,60,15,180,30,Walgreens
PRAVASTATIN 40MG TAB,Cholesterol,30,15,90,30,Walgreens
PRAVASTATIN 80MG TAB,Cholesterol,30,15,90,30,Walgreens
SIMVASTATIN 40MG TAB,Cholesterol,30,15,90,30,Walgreens
SIMVASTATIN 80MG TAB,Cholesterol,30,15,90,30,Walgreens
BENZONATATE 200MG CAP,Cough/Cold/Allergy,30,15,90,30,Walgreens
BROMDEX D SYRUP,Cough/Cold/Allergy,120,15,360,30,Walgreens
CETIRIZINE 1MG/ML SYRUP,Cough/Cold/Allergy,120,15,360,30,Walgreens
CYPROHEPTADINE 2MG/5ML SYRUP,Cough/Cold/Allergy,120,15,360,30,Walgreens
DEHISTINE SYRUP,Cough/Cold/Allergy,240,15,720,30,Walgreens
FLUTICASONE NASAL SP (120INH) 16GM,Cough/Cold/Allergy,16,15,48,30,Walgreens
NOHIST TAB,Cough/Cold/Allergy,30,15,90,30,Walgreens
ORGAN-I NR 200MG TAB,Cough/Cold/Allergy,120,15,360,30,Walgreens
PBM ALLERGY SYRUP,Cough/Cold/Allergy,120,15,360,30,Walgreens
QUARTUSS DM DROPS 30ML,Cough/Cold/Allergy,30,15,90,30,Walgreens
QV-ALLERGY SYRUP,Cough/Cold/Allergy,240,15,720,30,Walgreens
REME TUSSIN DM SYRUP,Cough/Cold/Allergy,150,15,450,30,Walgreens
SUPRESS-DX PED DROPS 30ML,Cough/Cold/Allergy,30,15,90,30,Walgreens
TRIPOHIST LIQUID,Cough/Cold/Allergy,120,15,360,30,Walgreens
GLIPIZIDE ER 10MG TAB,Diabetes,30,15,90,30,Walgreens
GLIPIZIDE XL 2.5MG TAB,Diabetes,60,15,180,30,Walgreens
GLIPIZIDE XL 5MG TAB,Diabetes,30,15,90,30,Walgreens
GLYBURIDE/METFORMIN 5/500MG TAB,Diabetes,90,15,270,30,Walgreens
METFORMIN ER 750MG 24HR TAB,Diabetes,60,15,180,30,Walgreens
ACETIC ACID 2% OTIC SOLN,Ear Care,15,15,45,30,Walgreens
BACITRACIN/POLYMYX OPHTHOINT 3.5GM,Eye Care,3.5,15,10.5,30,Walgreens
CARTEOLOL HCL 1% OPH SOL 5ML,Eye Care,5,15,15,30,Walgreens
CARTEOLOL HCL 1% OPH SOL 10ML,Eye Care,10,15,30,30,Walgreens
CARTEOLOL HCL 1% OPH SOL 15ML,Eye Care,15,15,45,30,Walgreens
CROMOLYN SODIUM 4% OPHTH SOLN 10ML,Eye Care,10,15,30,30,Walgreens
CYCLOPENTOL 1% OPTH SOLN 15ML,Eye Care,15,15,45,30,Walgreens
DEXAMETHASONE 0.1% OPHTH SOLN 5ML,Eye Care,5,15,15,30,Walgreens
DORZOLAMIDE 2% OPHTH SOLN 10ML,Eye Care,10,15,30,30,Walgreens
KETOROLAC 0.4% OPTH SOLN 5ML,Eye Care,5,15,15,30,Walgreens
KETOROLAC 0.5% OPHTH SOLN 5ML,Eye Care,5,15,15,30,Walgreens
PILOCARPINE 0.5% OPHTH SOLN,Eye Care,15,15,45,30,Walgreens
TROPICAMIDE 1% OP SOLN,Eye Care,15,15,45,30,Walgreens
CIMETIDINE 200MG TAB,Gastrointestinal Health,60,15,180,30,Walgreens
CIMETIDINE 300MG TAB,Gastrointestinal Health,60,15,180,30,Walgreens
CIMETIDINE ORAL LIQ 300MG/5ML,Gastrointestinal Health,240,15,720,30,Walgreens
FAMOTIDINE 40MG TAB,Gastrointestinal Health,30,15,90,30,Walgreens
LACTULOSE 10GM/15ML SOLN,Gastrointestinal Health,473,15,1419,30,Walgreens
NIZATIDINE 150MG CAP,Gastrointestinal Health,60,15,180,30,Walgreens
NIZATIDINE 300MG CAP,Gastrointestinal Health,30,15,90,30,Walgreens
OMEPRAZOLE 20MG CAP,Gastrointestinal Health,30,15,90,30,Walgreens
RANITIDINE 15MG/ML (75MG/5ML) SYRUP,Gastrointestinal Health,120,15,360,30,Walgreens
AMOX-CLAV 400MG CHEW TAB,Infections,20,15,60,30,Walgreens
AMOX-CLAV 200MG/5ML SUSP 100ML,Infections,100,15,300,30,Walgreens
AMOX-CLAV 400MG/5ML SUSP 100ML,Infections,100,15,300,30,Walgreens
AMOX-CLAV ES 600MG/5ML SUSP 125ML,Infections,125,15,375,30,Walgreens
AMOXICILLIN 250MG CHEW TAB,Infections,40,15,120,30,Walgreens
AMOXICILLIN 500MG TAB,Infections,30,15,90,30,Walgreens
AMOXICILLIN 875MG TAB,Infections,20,15,60,30,Walgreens
AMPICILLIN 500MG CAP,Infections,60,15,180,30,Walgreens
CEFACLOR 250MG CAP,Infections,30,15,90,30,Walgreens
CEFADROXIL 500MG CAP,Infections,20,15,60,30,Walgreens
CEFPROZIL 125MG/5ML SUSP 50ML,Infections,50,15,150,30,Walgreens
CEFPROZIL 125MG/5ML SUSP 75ML,Infections,75,15,225,30,Walgreens
CEFPROZIL 125MG/5ML SUSP 100ML,Infections,100,15,300,30,Walgreens
CIPROFLOXACIN 750MG TAB,Infections,20,15,60,30,Walgreens
CLINDAMYCIN 150MG CAP,Infections,30,15,90,30,Walgreens
CLINDAMYCIN 300MG CAP,Infections,28,15,84,30,Walgreens
DOXYCYCLINE MONOHYDRATE 50MG TAB,Infections,30,15,90,30,Walgreens
DOXYCYCLINE MONOHYDRATE 100MG TAB,Infections,30,15,90,30,Walgreens
METRONIDAZOLE 500MG TAB,Infections,14,15,42,30,Walgreens
MINOCYCLINE 50MG CAP,Infections,60,15,180,30,Walgreens
MINOCYCLINE 75MG CAP,Infections,60,15,180,30,Walgreens
MINOCYCLINE 100MG CAP,Infections,30,15,90,30,Walgreens
TRIMETHOPRIM 100MG TAB,Infections,30,15,90,30,Walgreens
PROCHAMBER AERO SPACER,Medical Devices,1,15,3,30,Walgreens
BENZTROPINE 1MG TAB,Mental Health,60,15,180,30,Walgreens
BUSPIRONE 15MG TAB,Mental Health,60,15,180,30,Walgreens
CARBAMAZEPINE 100MG CHEWABLE TAB,Mental Health,120,15,360,30,Walgreens
CARBIDOPA/LEVODOPA 25-100MG CR TAB,Mental Health,90,15,270,30,Walgreens
CLOZAPINE 25MG TAB,Mental Health,30,15,90,30,Walgreens
DIVALPROEX DR 125MG TAB,Mental Health,90,15,270,30,Walgreens
DOXEPIN 50MG CAP,Mental Health,30,15,90,30,Walgreens
DOXEPIN HCL 10MG/ML CONC 118ML,Mental Health,90,15,270,30,Walgreens
FLUOXETINE 20MG/5ML LIQUID,Mental Health,150,15,450,30,Walgreens
FLUPHENAZINE 2.5MG TAB,Mental Health,30,15,90,30,Walgreens
FLUPHENAZINE 5MG TAB,Mental Health,30,15,90,30,Walgreens
FLUVOXAMINE 25MG TAB,Mental Health,30,15,90,30,Walgreens
FLUVOXAMINE 100MG TAB,Mental Health,60,15,180,30,Walgreens
GABAPENTIN 300MG CAP,Mental Health,90,15,270,30,Walgreens
GABAPENTIN 400MG CAP,Mental Health,90,15,270,30,Walgreens
GABAPENTIN 250MG/5ML SOLN,Mental Health,236,15,708,30,Walgreens
HALOPERIDOL 0.5MG TAB,Mental Health,60,15,180,30,Walgreens
HALOPERIDOL 2MG TAB,Mental Health,30,15,90,30,Walgreens
HALOPERIDOL 2MG/ML CONCENTRATE,Mental Health,135,15,405,30,Walgreens
HYDROXYZINE 10MG/5ML SYRUP,Mental Health,240,15,720,30,Walgreens
HYDROXYZINE HCL 10MG TAB,Mental Health,60,15,180,30,Walgreens
HYDROXYZINE HCL 50MG TAB,Mental Health,30,15,90,30,Walgreens
HYDROXYZINE PAMOATE 25MG CAP,Mental Health,90,15,270,30,Walgreens
IMIPRAMINE 10MG TAB,Mental Health,60,15,180,30,Walgreens
IMIPRAMINE 25MG TAB,Mental Health,60,15,180,30,Walgreens
IMIPRAMINE 50MG TAB,Mental Health,30,15,90,30,Walgreens
LAMOTRIGINE 5MG CHEWABLE TAB,Mental Health,150,15,450,30,Walgreens
LAMOTRIGINE 25MG CHEWABLE TAB,Mental Health,180,15,540,30,Walgreens
LITHIUM CARBONATE 150MG CAP,Mental Health,60,15,180,30,Walgreens
LITHIUM CARBONATE 300MG TAB,Mental Health,60,15,180,30,Walgreens
LITHIUM CARBONATE 600MG CAP,Mental Health,60,15,180,30,Walgreens
LITHIUM CARBONATE ER 450MG TAB,Mental Health,60,15,180,30,Walgreens
METHOCARBAMOL 750MG TAB,Mental Health,60,15,180,30,Walgreens
MIRTAZAPINE 30MG TAB,Mental Health,30,15,90,30,Walgreens
NORTRIPTYLINE 50MG CAP,Mental Health,60,15,180,30,Walgreens
NORTRIPTYLINE 75MG CAP,Mental Health,30,15,90,30,Walgreens
OXCARBAZEPINE 150MG TAB,Mental Health,90,15,270,30,Walgreens
PAROXETINE 30MG TAB,Mental Health,30,15,90,30,Walgreens
PRAMIPEXOLE 0.125MG TAB,Mental Health,30,15,90,30,Walgreens
PRAMIPEXOLE 0.25MG TAB,Mental Health,30,15,90,30,Walgreens
PRAMIPEXOLE 0.5MG TAB,Mental Health,60,15,180,30,Walgreens
PRAMIPEXOLE 1.5MG TAB,Mental Health,60,15,180,30,Walgreens
PRIMIDONE 50MG TAB,Mental Health,60,15,180,30,Walgreens
RISPERIDONE 0.25MG TAB,Mental Health,60,15,180,30,Walgreens
RISPERIDONE ODT 0.5MG TAB,Mental Health,60,15,180,30,Walgreens
RISPERIDONE ODT 1MG TAB,Mental Health,30,15,90,30,Walgreens
RISPERIDONE ODT 2MG TAB,Mental Health,30,15,90,30,Walgreens
ROPINIROLE 0.25MG TAB,Mental Health,60,15,180,30,Walgreens
ROPINIROLE 3MG TAB,Mental Health,30,15,90,30,Walgreens
SERTRALINE 50MG TAB,Mental Health,30,15,90,30,Walgreens
SERTRALINE 100MG TAB,Mental Health,30,15,90,30,Walgreens
THIORIDAZINE 25MG TAB,Mental Health,30,15,90,30,Walgreens
THIORIDAZINE 50MG TAB,Mental Health,30,15,90,30,Walgreens
TRIHEXYPHENIDYL 5MG TAB,Mental Health,90,15,270,30,Walgreens
VALPROIC ACID 250MG/5ML SYRUP,Mental Health,540,15,1620,30,Walgreens
VENLAFAXINE 25MG TAB,Mental Health,60,15,180,30,Walgreens
VENLAFAXINE 37.5MG TAB,Mental Health,60,15,180,30,Walgreens
VENLAFAXINE 50MG TAB,Mental Health,60,15,180,30,Walgreens
VENLAFAXINE 75MG TAB,Mental Health,60,15,180,30,Walgreens
VENLAFAXINE 100MG TAB,Mental Health,60,15,180,30,Walgreens
PILOCARPINE 5MG TAB,Mouth/Throat/Dental,90,15,270,30,Walgreens
SF 5000 PLUS 1.1% CREAM 51GM,Mouth/Throat/Dental,60,15,180,30,Walgreens
STANNOUS FLUORIDE 0.63% RINSE,Mouth/Throat/Dental,300,15,900,30,Walgreens
BENZOYL PEROXIDE 2.5% AQ GEL 60GM,Skin Conditions,60,15,180,30,Walgreens
BENZOYL PEROXIDE 5% AQ GEL 60GM,Skin Conditions,60,15,180,30,Walgreens
BETAMETHASONE VAL 0.1% CRM 15GM,Skin Conditions,15,15,45,30,Walgreens
CICLOPIROX TOPICAL SUSPENSION 30ML,Skin Conditions,30,15,90,30,Walgreens
CICLOPIROX TOPICAL SUSPENSION 60ML,Skin Conditions,60,15,180,30,Walgreens
CLOTRIMAZOLE 1% SOLN 30ML,Skin Conditions,30,15,90,30,Walgreens
FLUTICASONE 0.005% OINT 30GM,Skin Conditions,30,15,90,30,Walgreens
HYDROCORTISONE 2.5% OINT 28.35GM,Skin Conditions,60,15,180,30,Walgreens
HYPERCARE 20% SOL DAB-O-MATIC 60ML,Skin Conditions,60,15,180,30,Walgreens
MELQUIN 3% SOLN 30ML,Skin Conditions,30,15,90,30,Walgreens
MOMETASONE 0.1% OINT 15GM,Skin Conditions,15,15,45,30,Walgreens
MOMETASONE 0.1% OINT 45GM,Skin Conditions,45,15,135,30,Walgreens
MOMETASONE 0.1% TOPICAL SOLN 30ML,Skin Conditions,30,15,90,30,Walgreens
MOMETASONE 0.1% TOPICAL SOLN 60ML,Skin Conditions,60,15,180,30,Walgreens
NYSTATIN OINT 15GM,Skin Conditions,15,15,45,30,Walgreens
SALICYLIC AC 6% SHAMPOO 177ML,Skin Conditions,177,15,531,30,Walgreens
TRIAMCINOLONE 0.1% OINT 80GM,Skin Conditions,80,15,240,30,Walgreens
UREA 40% LOTION 236.6ML,Skin Conditions,236.6,15,709.8,30,Walgreens
UREA 50% NAIL GEL 18ML,Skin Conditions,18,15,54,30,Walgreens
METHIMAZOLE 10MG TAB,Thyroid Conditions,30,15,90,30,Walgreens
BETHANECHOL 5MG TAB,Urinary Health,60,15,180,30,Walgreens
BETHANECHOL 10MG TAB,Urinary Health,60,15,180,30,Walgreens
BETHANECHOL 25MG TAB,Urinary Health,90,15,270,30,Walgreens
OXYBUTYNIN 5MG/5ML SYRUP,Urinary Health,240,15,720,30,Walgreens
OXYBUTYNIN ER 5MG TAB,Urinary Health,30,15,90,30,Walgreens
OXYBUTYNIN ER 15MG TAB,Urinary Health,30,15,90,30,Walgreens
FABB TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
FE C PLUS TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
FEROTRIN CAP,Vitamins and Nutritional Health,60,15,180,30,Walgreens
FOLBECAL TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
FOLBEE PLUS TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
FOLBEE TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
HEMATINIC PLUS TAB 10 X 10,Vitamins and Nutritional Health,30,15,90,30,Walgreens
KLOR-CON 10MEQ TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
MULTIGEN FOLIC TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
MULTIGEN TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
MULTIVITAMINS W/ FL 1.0MG CHEW TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
OB-NATAL ONE CAP,Vitamins and Nutritional Health,30,15,90,30,Walgreens
POLY-IRON 150 FORTE CAP,Vitamins and Nutritional Health,45,15,135,30,Walgreens
POTASSIUM CL 10MEQ ER TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
PRENAFIRST TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
PRENATAB FA TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
RE DUALVIT F CAP,Vitamins and Nutritional Health,30,15,90,30,Walgreens
RE PRENATAL MULTIVIT W/IRON CHEW TB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
RENAL SOFTGEL CAP,Vitamins and Nutritional Health,30,15,90,30,Walgreens
THEROBEC PLUS TAB,Vitamins and Nutritional Health,30,15,90,30,Walgreens
TRI-VIT/FE FL .25MG DROPS 50ML,Vitamins and Nutritional Health,50,15,150,30,Walgreens
